,"대여소
번호",보관소(대여소)명,소재지(위치),상세주소,위도,경도,"설치
시기",설치형태,거치대수,"운영
방식"
1568,5066.0, 아망떼마곡전시장,강서구,강서구 마곡동로 31,37.55791473,126.83297729,2021-09-28 00:00:00.000,,25,QR
1569,5067.0, 주원 리젠트 앞,강서구,강서구 염창동 양천로699,37.55085754,126.87233734,2021-09-28 00:00:00.000,,8,QR
1570,5070.0, 마곡13단지힐스테이트마스터 후문(1320동 앞),강서구,서울시 강서구 마곡중앙1로 71 마곡13단지힐스테이트마스터 후문 인근,37.5567627,126.81869507,2021-11-11 00:00:00.000,,15,QR
1571,5072.0, 김포공항입구 교통섬,강서구,방화동 886-15,37.56154633,126.80708313,2021-09-28 00:00:00.000,,10,QR
1572,5073.0, 우장산역 헤링턴타워 앞,강서구,화곡동 1013-3,37.54661942,126.83623505,2021-10-20 00:00:00.000,,6,QR
1573,5074.0," 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구,강서구 마곡동 798-17,37.55823517,126.82575989,2021-11-19 00:00:00.000,,10,QR
1574,5075.0, 등촌역 1번출구,강서구,강서구 등촌동 649-14,37.5518837,126.86357117,2021-11-19 00:00:00.000,,10,QR
1575,5076.0, 메이필드호텔앞,강서구,강서구 외발산동 276-9,37.549263,126.81674194,2022-01-12 00:00:00.000,,16,QR
1576,5078.0, 왈도강서캠퍼스 앞,강서구,강서구 양천로 660,37.55221558,126.870224,2022-05-19 00:00:00.000,,10,QR
1577,5080.0, 가양역 1번출구,강서구,양천로57길 10-20,37.56250763,126.85275269,2022-06-16 00:00:00.000,,10,QR
1578,5082.0, 가양역 7번출구,강서구,화곡로 416,37.56019592,126.8549118,2022-06-28 00:00:00.000,,9,QR
1579,5084.0, 강서우체국,강서구,등촌동 709,37.56418228,126.84027863,2022-07-11 00:00:00.000,,10,QR
1580,5086.0, 가양테크노타운,강서구,가양동1484-5,37.56035995,126.86276245,2022-08-05 00:00:00.000,,8,QR
1581,5087.0, 연세강서빌딩,강서구,방화동835-7,37.57625198,126.81734467,2022-08-31 00:00:00.000,,8,QR
1582,5088.0, 등촌역 센터스퀘어,강서구,염창동312,37.55064774,126.86616516,2022-08-29 00:00:00.000,,16,QR
1583,5089.0, LG사이언스파크 E10동,강서구,마곡동 788-5,37.56364822,126.83454132,2022-08-29 00:00:00.000,,40,QR
1584,5090.0, 대상연구소,강서구,마곡동762-4,37.56980896,126.82857513,2022-09-14 00:00:00.000,,10,QR
1585,5091.0, 보타닉파크타워2,강서구,마곡동774-2,37.559486390000004,126.83131409,2022-09-29 00:00:00.000,,8,QR
1586,5095.0,원당근린공원,강서구,등촌동690-5,37.55947495,126.84147644,2023-04-04 00:00:00.000,,9,QR
1587,6172.0,가양5단지아파트,강서구,강서구 가양동1481,37.56447983,126.85464478,2023-11-30 00:00:00.000,,10,QR
1588,5096.0,LG사이언스파크 E14동,강서구,마곡동 789-2,37.56349564,126.83583069,2023-07-19 00:00:00.000,,57,QR
1589,5097.0,LG사이언스파크 E2동,강서구,마곡동 770-1,37.56381607,126.83208466,2023-08-25 00:00:00.000,,40,QR
1590,5098.0,LG사이언스파크 W4동,강서구,마곡동 770-1,37.56403732,126.82978821,2023-08-25 00:00:00.000,,20,QR
1591,5099.0,LG사이언스파크 E7동,강서구,마곡동 770-1,37.56153488,126.8319397,2023-08-25 00:00:00.000,,40,QR
1592,6171.0,월드빌딩 앞,강서구,화곡동 1066-8,37.54098129,126.83743286,2023-11-13 00:00:00.000,,12,QR
1593,5100.0,강서도로사업소,강서구,마곡동 60-8,37.57331848,126.8300705,2023-09-04 00:00:00.000,,2,QR
1594,1901.0, 신도림동주민센터 앞,구로구,서울특별시 구로구 신도림로 40,37.50733185,126.87973022,2017-05-11 11:14:52.000,10,,LCD
1595,1904.0, 도림천역 1번 출구 앞,구로구,서울특별시 구로구 경인로67길 160,37.51424026,126.88287354,2017-05-11 11:15:30.000,10,,LCD
1596,1906.0, 신도림역 1번 출구 앞,구로구,서울특별시 구로구 경인로 688,37.50971985,126.89009857,2017-05-11 11:16:25.000,20,,LCD
1597,1907.0, 구일우성(아) 육교 밑,구로구,서울특별시 구로구 구일로2길 59,37.48963165,126.87625885,2017-05-11 11:17:38.000,12,,LCD
1598,1908.0, 해원리바파크 육교 밑,구로구,서울특별시 구로구 구일로 110,37.49528503,126.87216187,2017-05-11 11:18:43.000,12,,LCD
1599,1910.0, 낙원교회 맞은편,구로구,서울특별시 구로구 구로동로42길 43,37.49750519,126.88437653,2017-05-11 11:19:39.000,5,,LCD
1600,1911.0, 구로디지털단지역 앞,구로구,서울특별시 구로구 시흥대로 577-2,37.48493958,126.90132141,2017-05-11 11:20:22.000,18,,LCD
1601,1912.0, 한신휴아파트 앞,구로구,서울특별시 구로구 디지털로31길 120,37.48880005,126.89066315,2017-05-11 11:21:27.000,13,,LCD
1602,1914.0, 대림역4번출구,구로구,서울특별시 구로구 도림천로 351,37.49440384,126.89444733,2017-06-27 15:18:02.000,10,,LCD
1603,1916.0, 구로중학교앞,구로구,서울특별시 구로구 구로중앙로 48,37.49414062,126.88998413,2017-05-11 11:23:07.000,10,,LCD
1604,1920.0, 서울미래초등학교 사거리,구로구,서울특별시 구로구 새말로 73,37.50437927,126.88829803,2017-05-11 11:24:44.000,14,,LCD
1605,1924.0, 삼부르네상스파크빌,구로구,서울특별시 구로구 남부순환로 1299,37.47874069,126.89509583,2017-05-11 11:25:33.000,10,,LCD
1606,1925.0, 동양미래대학교 정문 옆,구로구,서울특별시 구로구 경인로 445,37.49988937,126.86769867,2017-06-27 15:19:15.000,20,,LCD
1607,1928.0, 고척스카이돔구장 광장,구로구,서울특별시 구로구 경인로 430,37.49946976,126.86840057,2017-05-11 11:27:08.000,10,,LCD
1608,1929.0, 고척근린공원 고척도서관 앞,구로구,서울특별시 구로구 고척로45길 31,37.5038147,126.85195923,2017-05-11 11:27:51.000,10,10,QR
1609,1930.0, 개봉지구대 개봉치안센터,구로구,서울특별시 구로구 경인로 293,37.49768448,126.85372925,2017-05-11 11:28:34.000,7,,LCD
1610,1931.0, 개봉역2번출구 A,구로구,서울특별시 구로구 경인로40길 47,37.49499512,126.85825348,2017-06-27 15:20:00.000,10,,LCD
1611,1933.0, 개봉푸르지오아파트 상가,구로구,서울특별시 구로구 남부순환로 775,37.50170517,126.84728241,2017-05-11 11:29:24.000,16,,LCD
1612,1936.0, 개봉역 1번 출구 자전거보관서쪽,구로구,서울특별시 구로구 경인로40길 47,37.49428177,126.85921478,2017-06-22 13:30:49.000,10,,LCD
1613,1937.0, 한진아파트 입구,구로구,서울특별시 구로구 개봉로3길 87,37.4860611,126.85201263,2017-05-11 11:30:11.000,15,,LCD
1614,1941.0, 오류동역 2번출구,구로구,서울특별시 구로구 서해안로 2340-10,37.49367142,126.84370422,2017-06-22 13:34:53.000,10,,LCD
1615,1943.0, 온수역 북측,구로구,서울특별시 구로구 경인로3길 지하 64,37.49279022,126.82452393,2017-06-22 13:35:50.000,10,,LCD
1616,1946.0, 구로역 광장,구로구,서울특별시 구로구 구로중앙로 174,37.50311661,126.88038635,2017-06-22 13:39:16.000,10,,LCD
1617,1951.0, 천왕이펜하우스 4단지 후문,구로구,서울특별시 구로구 천왕로 9,37.48070526,126.83895874,2017-06-22 13:40:22.000,15,,LCD
1618,1952.0, 천왕연지타운2단지 앞,구로구,서울특별시 구로구 오리로 1102-10,37.48210526,126.84572601,2017-06-22 13:41:32.000,20,,LCD
1619,1953.0, 천왕역 4번출구 뒤,구로구,서울특별시 구로구 오리로 지하 1154,37.48638535,126.83921051,2017-06-22 13:42:12.000,20,,LCD
1620,1955.0, 디지털입구 교차로,구로구,서울특별시 구로구 시흥대로 551,37.48288345,126.90103912,2017-07-27 17:00:29.000,10,,LCD
1621,1956.0, 동아1차APT105동 버스정류장(신도림중학교 방면),구로구,서울특별시 구로구 신도림로 67,37.51000977,126.88204956,2017-11-13 09:33:13.000,15,,LCD
1622,1957.0, 구일고등학교 정문,구로구,서울특별시 구로구 구일로 90-51,37.49340057,126.87432861,2017-11-13 09:34:08.000,15,,LCD
1623,1958.0, 강서수도사업소민원센터,구로구,서울특별시 구로구 가마산로 272,37.49578094,126.89012146,2017-11-13 09:34:47.000,15,,LCD
1624,1959.0, 구로구의회 앞,구로구,서울특별시 구로구 가마산로25길 9-24,37.49645615,126.8895874,2017-11-13 09:35:23.000,10,,LCD
1625,1960.0, 구로거리공원 동측(신도림역 방면),구로구,서울특별시 구로구 공원로 68,37.50284958,126.88948059,2017-11-13 09:36:00.000,10,,LCD
1626,1961.0, 신도림테크노근린공원,구로구,서울특별시 구로구 새말로 121-15,37.50818253,126.89133453,2017-11-13 09:37:20.000,15,,LCD
1627,1962.0, 가리봉동주민센터,구로구,서울특별시 구로구 디지털로26길 5,37.48160172,126.89279938,2017-11-13 09:38:03.000,15,,LCD
1628,1964.0, 원메디타운 앞,구로구,서울특별시 구로구 경인로 403,37.49789047,126.86450195,2017-11-13 09:39:51.000,10,,LCD
1629,1965.0, 삼환로즈빌아파트 105동 옆,구로구,서울특별시 구로구 경인로 343,37.49724197,126.85912323,2017-11-13 09:41:27.000,15,,LCD
1630,1966.0, 한마을아파트 정문상가,구로구,서울특별시 구로구 경인로 382,37.49649811,126.86309814,2017-11-13 09:44:06.000,10,,LCD
1631,1967.0, 참새공원(백곡경노당),구로구,서울특별시 구로구 고척로21길 85,37.5051384,126.84433746,2017-11-13 09:45:09.000,10,,LCD
1632,1968.0, 동인오피스텔 건너편 소공원,구로구,서울특별시 구로구 고척로22길 64,37.49848175,126.84750366,2017-11-13 09:46:12.000,7,,LCD
1633,1969.0, 궁동생태공원,구로구,서울특별시 구로구 오리로 1352,37.50190353,126.82896423,2017-11-13 09:47:57.000,10,,LCD
1634,1971.0, 오정초교 앞 보도육교,구로구,서울특별시 구로구 경인로2길 10,37.49072266,126.82639313,2017-11-13 09:49:51.000,10,,LCD
1635,1973.0, 오리로와 서해안도로 교차로 앞,구로구,서울특별시 구로구 오리로 1181,37.48859787,126.83649445,2017-11-13 09:51:41.000,10,,LCD
1636,1974.0, 신도림2차e편한세상아파트 203동 앞,구로구,서울특별시 구로구 신도림로 16,37.50518036,126.88253784,2017-11-13 09:52:30.000,10,,LCD
1637,1975.0, 대림역 1번 출입구 밑,구로구,서울특별시 구로구 도림천로 351,37.49256516,126.8947525,2017-11-13 09:53:43.000,10,,LCD
1638,1976.0, 남구로역 5번 출입구 앞,구로구,서울특별시 구로구 도림로 지하 7,37.48567963,126.88670349,2017-11-13 09:54:55.000,10,,LCD
1639,1977.0, 천왕역 1번 출입구 앞,구로구,서울특별시 구로구 오리로 지하 1154,37.48620987,126.83882141,2017-11-13 09:56:02.000,15,,LCD
1640,1979.0, 구로1동우체국 앞,구로구,서울특별시 구로구 구일로 64,37.4920311,126.87377167,2017-11-13 09:57:10.000,10,,LCD
1641,1981.0,천왕지구삼거리 앞,구로구,서울특별시 구로구 천왕로 10,37.47943115,126.84269714,2017-11-13 09:58:38.000,10,,LCD
1642,1983.0, 구로동롯데아파트,구로구,서울특별시 구로구 새말로 31,37.50254822,126.88388062,2017-11-28 10:40:57.000,10,,LCD
1643,1984.0, 구로구청,구로구,서울특별시 구로구 가마산로 245,37.49526596,126.88847351,2017-11-28 10:41:49.000,10,,LCD
1644,1985.0, 구로도서관,구로구,서울특별시 구로구 공원로 15,37.49851608,126.89199066,2017-11-28 10:42:24.000,20,,LCD
1645,1986.0, 태평양물산빌딩,구로구,구로구 구로동 197-21,37.48485947,126.89518738,2018-09-28 00:00:00.000,15,,LCD
1646,1987.0, 개봉아이파크아파트 앞,구로구,구로구 개봉동 489-1,37.49034119,126.8609314,2018-10-15 00:00:00.000,15,,LCD
1647,1988.0, 고척LIGA아파트 앞,구로구,구로구 고척동 185-10,37.50605011,126.86078644,2018-09-19 00:00:00.000,20,,LCD
1648,1991.0, 오류동역 맞은편,구로구, 구로구 오류동 6-2,37.49676132,126.84496307,2018-09-19 00:00:00.000,13,,LCD
1649,1992.0, 구로구배드민턴실내체육관 앞,구로구,구로구 오류동 326-1,37.4917984,126.83242035,2018-11-30 00:00:00.000,12,,LCD
1650,1993.0, 금강수목원아파트 앞,구로구,구로구 오류동 255-5,37.48937988,126.834198,2018-09-19 00:00:00.000,10,,LCD
1651,1994.0, 삼성전자 물류센터 앞,구로구,서울시 구로구 구일로126,37.49699783,126.8717804,2018-09-19 00:00:00.000,10,,LCD
1652,1996.0, 구일역 1번 출입구 앞,구로구,구로구 구로동 642-77,37.49539948,126.87100983,2018-10-31 00:00:00.000,20,,LCD
1653,1998.0, 고척교 교차로,구로구,구로구 구로동 621-12,37.49856949,126.871521,2018-11-26 00:00:00.000,23,,LCD
1654,1999.0, 수궁동 성당 주변,구로구,구로구 궁동 252-17,37.49525833,126.83065796,2019-03-12 00:00:00.000,10,,LCD
1655,2000.0, 신도림4차 e편한세상 아파트 1109동 앞,구로구,구로구 신도림동 312-16,37.5123291,126.88683319,2019-03-12 00:00:00.000,15,,LCD
1656,2801.0, 대륭포스트타워1차,구로구,구로구 디지털로31길 33-1,37.48437119,126.89542389,2019-07-18 00:00:00.000,30,,LCD
1657,2804.0,항동지구 6단지 602동 앞,구로구,구로구 항동 216-11 ,37.47737503,126.82001495,2020-03-03 00:00:00.000,,10,QR
1658,2805.0,구로자원순환센터,구로구,구로구 항동 216-11 ,37.48250961,126.82575989,2020-02-27 00:00:00.000,,10,QR
1659,2806.0,항동지구 4단지 입구,구로구,구로구 항동 82-9,37.48259735,126.82645416,2020-02-27 00:00:00.000,,10,QR
1660,2807.0,항동지구 1단지 105동 앞,구로구,구로구 항동 100-14,37.48062897,126.82181549,2020-02-28 00:00:00.000,,10,QR
1661,2808.0,항동지구 2단지 202동 앞,구로구,구로구 항동 113-1,37.48080826,126.82190704,2020-02-28 00:00:00.000,,10,QR
1662,2809.0,항동지구 11단지 1103동 앞,구로구,구로구 항동 169-1,37.47790527,126.82311249,2020-03-02 00:00:00.000,,10,QR
1663,2810.0,항동지구 3단지 311동 앞,구로구,구로구 항동 169-2,37.47793961,126.82327271,2020-03-02 00:00:00.000,,10,QR
1664,2812.0,항동프라자,구로구,구로구 항동 120-5,37.4798317,126.82275391,2020-03-02 00:00:00.000,,15,QR
1665,2813.0,항동지구 3단지 302동 앞,구로구,구로구 항동 135-26,37.47937012,126.82546997,2020-03-03 00:00:00.000,,10,QR
1666,2814.0,항동지구 10단지 1001동 앞,구로구,구로구 항동 135-11,37.47934341,126.82563782,2020-03-03 00:00:00.000,,10,QR
1667,2817.0,천왕이펜하우스5단지 앞,구로구,구로구 천왕동 277-4,37.47989655,126.84037018,2020-02-27 00:00:00.000,,10,QR
1668,2818.0,천왕이펜하우스3단지 앞,구로구,구로구 천왕동 277-4,37.48223877,126.83853149,2020-02-27 00:00:00.000,,14,QR
1669,2819.0,하늘숲초등학교 앞,구로구,구로구 천왕동 산13-1,37.48366547,126.84161377,2020-02-27 00:00:00.000,,20,QR
1670,2820.0,신세기아파트 앞,구로구,구로구 개봉동 412-52,37.49396515,126.8530426,2020-03-03 00:00:00.000,,10,QR
1671,2821.0,청구아파트 앞,구로구,구로구 고척동 50-65,37.50119019,126.86353302,2020-03-09 00:00:00.000,,10,QR
1672,2822.0,제니스스포츠 앞,구로구,구로구 고척동 60-42,37.50452042,126.87055206,2020-03-09 00:00:00.000,,14,QR
1673,2823.0,중앙유통단지 앞,구로구,구로구 구로동 635-32,37.49981308,126.87431335,2020-03-09 00:00:00.000,,10,QR
1674,2824.0,미래사랑어린이공원 앞,구로구,구로구 신도림동 314-2,37.51006317,126.88956451,2020-03-04 00:00:00.000,,10,QR
1675,2825.0,초롱타운 앞,구로구,구로구 구로동 467-62,37.49545288,126.88039398,2020-03-03 00:00:00.000,,10,QR
1676,2826.0,가마산지하보도 옆,구로구,구로구 구로동 390-157,37.48864746,126.88047028,2020-03-03 00:00:00.000,,10,QR
1677,2815.0,항동지구 7단지 정문,구로구,구로구 항동 207-1,37.47603607,126.81658936,2020-03-02 00:00:00.000,,12,QR
1678,2816.0,항동지구 8단지 803동옆(주차장입구),구로구,구로구 항동 220,37.47473145,126.81700897,2020-03-02 00:00:00.000,,14,QR
1679,3902.0, 항동지구5단지 501동 앞,구로구,서울 구로구 항동 140-2,37.47819901,126.82487488,2020-11-02 00:00:00.000,,16,QR
1680,3908.0, 오류동 다숲오피스텔 앞,구로구,서울 구로구 오류동 332-37,37.49267197,126.8416214,2021-04-13 00:00:00.000,,10,QR
1681,3912.0, 삼호아파트 앞,구로구,서울 구로구 개봉동 204-20,37.49385834,126.8564682,2021-06-01 00:00:00.000,,10,QR
1682,3903.0, 현대아파트 앞,구로구,서울 구로구 개봉동 412-43,37.49333954,126.85917664,2020-11-02 00:00:00.000,,10,QR
1683,3907.0, 신도림7차e편한세상아파트 806동 앞,구로구,서울 구로구 신도림동 385-3,37.50862503,126.88353729,2021-06-07 00:00:00.000,,10,QR
1684,3919.0, 구로역·NC신구로점 버스정류장(구로역 방면),구로구,서울 구로구 구로동 496-128,37.50096512,126.88237,2021-12-01 00:00:00.000,,14,QR
1685,3904.0, 테크노마트 앞,구로구,서울 구로구 구로동 1-2,37.50624084,126.8911438,2020-11-02 00:00:00.000,,10,QR
1686,3905.0, 희훈타워빌 앞,구로구,서울 구로구 구로동 50,37.50191498,126.88924408,2020-11-02 00:00:00.000,,15,QR
1687,3906.0, 천왕차량사업소 입구,구로구,서울 구로구 천왕동 63-5,37.47604752,126.84501648,2020-11-02 00:00:00.000,,8,QR
1688,3910.0, 목양전원교회 앞 로터리,구로구,서울 구로구 항동 22-10,37.48389053,126.8221817,2021-05-14 00:00:00.000,,10,QR
1689,3911.0, 항동하버리안2단지아파트 후문,구로구,서울 구로구 항동 22-10,37.48337555,126.82247925,2021-05-14 00:00:00.000,,10,QR
1690,3914.0, 신도림쌍용플래티넘노블아파트 앞,구로구,서울 구로구 구로동 50-7,37.50126266,126.89118195,2021-08-02 00:00:00.000,,10,QR
1691,3915.0, 동선아파트 앞,구로구,서울 구로구 오류동 80-2,37.49382782,126.83907318,2021-09-28 00:00:00.000,,10,QR
1692,3917.0, 성공회대학교,구로구,"서울 구로구 연동로 320
(항동, 성공회대학교)",37.48859024,126.82478333,2022-01-18 00:00:00.000,,10,QR
1693,3918.0, 이좋은집오피스텔 앞,구로구,서울 구로구 오류동 44-1,37.4949913,126.84185028,2021-11-19 00:00:00.000,,10,QR
1694,3920.0, 개봉역2번출구 B,구로구,구로구 개봉동 416-99,37.49555206,126.85697937,2022-03-15 00:00:00.000,,10,QR
1695,3922.0, 서울남부교정시설 앞,구로구,구로구 천왕동 272,37.47715378,126.83985901,2022-05-18 00:00:00.000,,16,QR
1696,3923.0, 구로공구상가 앞,구로구,구로구 구로동 636-34,37.50075531,126.87708282,2022-06-22 00:00:00.000,,10,QR
1697,3924.0, 오류동 계림웨스트밸리 앞,구로구,구로구 오류동 108-103,37.49090958,126.82965088,2022-07-18 00:00:00.000,,10,QR
1698,3925.0, 중앙유통단지 앞 B,구로구,구로구 구로동 620-4,37.50127029,126.87678528000001,2022-08-24 00:00:00.000,,10,QR
1699,3927.0,구로월드아파트 앞,구로구,구로구 구로동 610-10,37.50519562,126.87619019,2022-12-06 00:00:00.000,,9,QR
1700,3928.0,고척아이파크아파트 106동 앞,구로구,구로구 고척동 102-2,37.49801254,126.8609848,2023-01-01 00:00:00.000,,10,QR
1701,3929.0,고척아이파크아파트 205동 앞,구로구,구로구 고척동 118-3,37.50108719,126.86045837,2023-01-01 00:00:00.000,,15,QR
1702,3930.0,온수역 2번 출구 앞,구로구,구로구 온수동 50-1,37.49179459,126.82500458,2022-12-15 00:00:00.000,,8,QR
1703,3931.0,천왕역 3번 출구 뒤,구로구,구로구 천왕동 14-41,37.48690414,126.83894348,2023-03-24 00:00:00.000,,7,QR
1704,3933.0,오류동부골든아파트 후문 옆,구로구,구로구 고척로 49,37.49938202,126.84114075,2023-05-30 00:00:00.000,,10,QR
1705,3934.0,철도교통관제센터 정문 앞,구로구,구로구 구로동 685,37.49708176,126.87788391,2023-03-27 00:00:00.000,,7,QR
1706,3932.0,개봉센트레빌레우스아파트 앞,구로구,구로구 개봉동 416-285,37.49752045,126.85295105,2023-03-24 00:00:00.000,,10,QR
1707,3935.0,고대구로병원 앞,구로구,구로구 구로동 416-15,37.49312592,126.88424683,2023-07-19 00:00:00.000,,10,QR
1708,1804.0, 독산역 2번출구 자전거주차장,금천구,서울특별시 금천구 벚꽃로 115,37.46652985,126.88871765,2017-05-08 15:42:48.000,10,,LCD
1709,1805.0, 서울디지털운동장 앞,금천구,서울특별시 금천구 가산디지털2로 151,37.48228836,126.87776947,2017-05-08 15:43:23.000,10,,LCD
1710,1806.0, 에이스하이엔드타워9차 앞,금천구,서울특별시 금천구 가산디지털1로 233,37.48621368,126.87863922,2017-05-08 15:44:19.000,10,,LCD
1711,1808.0, 에이스하이엔드타워8차 앞,금천구,서울특별시 금천구 가산디지털1로 84,37.47320938,126.8849411,2017-05-08 15:45:06.000,20,,LCD
1712,1809.0, LG전자 별관동(호서대 벤처타워 맞은편),금천구,서울특별시 금천구 가산디지털1로 63,37.47077942,126.88515472,2017-05-08 15:45:58.000,10,,LCD
1713,1812.0, 갑을그레이트밸리 앞,금천구,서울특별시 금천구 디지털로9길 32,37.47903061,126.88729858,2017-05-08 15:47:02.000,10,,LCD
1714,1814.0, 두산위브아파트 옆 상가건물 앞,금천구,서울특별시 금천구 가산로 99,37.47422028,126.89412689,2017-05-08 15:49:19.000,8,,LCD
1715,1816.0, 금천폭포공원 앞,금천구,서울특별시 금천구 시흥대로38길 61,37.44686127,126.90383148,2017-05-08 15:50:48.000,14,,LCD
1716,1819.0, 금천구청 앞 자전거거치대,금천구,서울특별시 금천구 시흥대로73길 70,37.45647812,126.89592743,2017-05-10 14:25:35.000,10,,LCD
1717,1820.0, 신한은행 시흥대로금융센터지점,금천구,서울특별시 금천구 시흥대로 446,37.4433403,126.90335846,2017-05-08 15:52:59.000,10,,LCD
1718,1821.0, 홈플러스 시흥점 맞은편 다비치안경 앞,금천구,서울특별시 금천구 시흥대로 198,37.45145798,126.90211487,2017-05-08 15:54:58.000,10,,LCD
1719,1822.0, 서울 시흥동우체국 앞,금천구,서울특별시 금천구 시흥대로 217,37.45299149,126.90090942,2017-05-08 15:56:21.000,10,,LCD
1720,1823.0, 상신정비공업 앞,금천구,서울특별시 금천구 시흥대로 287,37.4589119,126.89859009,2017-05-08 15:57:24.000,10,,LCD
1721,1824.0, 독산근린공원 입구,금천구,서울특별시 금천구 독산동 ,37.46455002,126.88372803,2017-05-08 15:58:43.000,25,,LCD
1722,1825.0, 한신아파트 앞 육교 아래,금천구,서울특별시 금천구 금하로1길 70,37.45470047,126.89105225,2017-05-08 16:00:54.000,10,10,QR
1723,1826.0, 한신코아 앞,금천구,서울특별시 금천구 한내로 62,37.45684052,126.88834381,2017-05-08 16:03:23.000,10,,LCD
1724,1827.0, 독산보도육교 앞 자전거 보관소,금천구,서울특별시 금천구 서부샛길 70,37.45672607,126.89306641,2017-05-11 11:09:24.000,20,20,QR
1725,1828.0, 한양수자인아파트 앞,금천구,서울특별시 금천구 시흥대로150길 6,37.47531891,126.89888763,2017-05-08 16:04:16.000,10,,LCD
1726,1829.0, 홈플러스 금천점 앞,금천구,서울특별시 금천구 시흥대로 391,37.4691391,126.89720154,2017-05-08 16:05:35.000,10,,LCD
1727,1830.0, 빅마켓 금천점 앞,금천구,서울특별시 금천구 두산로 71,37.4702301,126.89507294,2017-05-08 16:06:45.000,19,,LCD
1728,1831.0, 메이퀸웨딩컨벤션 앞,금천구,서울특별시 금천구 시흥대로 435,37.47249985,126.89795685,2017-05-08 16:08:34.000,10,,LCD
1729,1833.0,독산역 1번출구 A,금천구,서울특별시 금천구 벚꽃로 115,37.46654129,126.89028168,2017-05-08 16:09:18.000,10,,LCD
1730,1834.0, 월드메르디앙 벤처센터 2차,금천구,서울특별시 금천구 가산디지털2로 123,37.47908401,126.87904358,2017-05-08 16:11:16.000,10,,LCD
1731,1835.0, STX V타워,금천구,서울특별시 금천구 가산디지털1로 128,37.47706985,126.88442993,2017-05-08 16:11:53.000,10,,LCD
1732,1836.0, 금천구립 독산도서관,금천구,서울특별시 금천구 독산로54길 114,37.46740341,126.90814209,2017-05-11 11:10:25.000,7,,LCD
1733,1839.0, 수출의 다리 아래,금천구,서울특별시 가산동 60-35,37.47743607,126.88615417,2017-11-01 16:00:00.000,20,,LCD
1734,1840.0, 솔브레인이엔지 뒤편,금천구,서울특별시 가산동 219-18,37.47555161,126.88845825,2017-11-01 16:00:00.000,20,,LCD
1735,1841.0, 가산동 주민센터,금천구,서울특별시 가산동 144-3,37.4769516,126.89186859,2017-11-01 16:00:00.000,12,,LCD
1736,1842.0, 한울중학교,금천구,서울특별시 시흥동 1000-3,37.46257401,126.90686035,2017-11-01 16:00:00.000,12,,LCD
1737,1843.0, 독산고등학교,금천구,서울특별시 독산동 906-42,37.47709656,126.91113281,2017-11-01 16:00:00.000,10,,LCD
1738,1845.0, 롯데캐슬골드파크1차 서문,금천구,서울특별시 금천구 벚꽃로40 ,37.460289,126.89218903,2017-11-01 16:00:00.000,15,,LCD
1739,1846.0, 롯데캐슬골드파크1차 동문,금천구,서울특별시 금천구 독산동 441-19 ,37.46017075,126.89604187,2017-11-01 16:00:00.000,15,,LCD
1740,1847.0, 독산주공 14단지 버스정류소,금천구,서울특별시 금천구 안양천로,37.46093369,126.88716888,2017-11-01 16:00:00.000,10,,LCD
1741,1848.0, 벽산 디지털밸리 5차,금천구,서울특별시 금천구 가산동 60-73 ,37.4762764,126.88539124,2017-11-01 16:00:00.000,10,9,QR
1742,1849.0, 대륭포스트타워5차,금천구,서울특별시 금천구 디지털로9길 68,37.48135376,126.88694,2017-11-28 10:43:01.000,10,,LCD
1743,1850.0, 코오롱테크노밸리,금천구,서울특별시 금천구 디지털로9길 56,37.48015976,126.8863678,2017-11-28 10:44:10.000,10,,LCD
1744,1851.0,가산디지털단지 9번출구 인근,금천구,서울특별시 금천구 벚꽃로 309,37.48123169,126.88148499,2018-02-26 11:42:20.000,10,,LCD
1745,1853.0, 서울디자인직업전문학교 앞,금천구,금천구 가산로70(가산동),37.47248077,126.89586639,2018-10-15 00:00:00.000,10,,LCD
1746,1854.0, 가산아네스트 오피스텔 앞,금천구,금천구 남부순환로1314(가산동),37.47817993,126.89740753,2018-10-01 00:00:00.000,10,,LCD
1747,1855.0, 성지아파트 옆 도로변,금천구,금천구 시흥대로51길55,37.45132065,126.89762115,2018-10-01 00:00:00.000,10,,LCD
1748,1856.0, 모두의학교,금천구,금천구 남부순환로 128길 42,37.47840881,126.90737152,2018-09-13 00:00:00.000,10,,LCD
1749,1857.0, 주공14단지,금천구,금천구 한내로 69-54,37.46055984,126.88709259,2018-09-13 00:00:00.000,15,10,QR
1750,1858.0, 500번·507번 버스 종점 앞,금천구,금천구 시흥동 1001-34,37.43727112,126.90268707,2018-10-15 00:00:00.000,10,,LCD
1751,1859.0, 대륭테크노타운 18차,금천구,금천구 가산동 668,37.4679985,126.88684082,2019-03-12 00:00:00.000,13,,LCD
1752,1861.0,IBK기업은행 석수역 지점 앞,금천구,시흥대로46 IBK기업은행 석수역 지점,37.4369812,126.90329742,2020-02-24 00:00:00.000,,10,QR
1753,1862.0,스타즈호텔독산 빌딩 앞,금천구,시흥대로 315,37.46134567,126.89758301,2020-02-24 00:00:00.000,,20,QR
1754,1863.0,위너스 스포츠클럽 골프연습장옆,금천구,시흥대로 302 옆,37.46053696,126.89860535,2020-02-24 00:00:00.000,,9,QR
